requirement_id,centre,start_date,experiment_group,project_label,esgf_node,cat1_state,cat1_variables,cat2_state,cat2_variables,notes
a5dd1cbf01ab,DWD,s1990,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
04b559ac63de,DWD,s1991,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",ts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1991-r14i1p1f1_gn_199111-200112.ncts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1991-r15i1p1f1_gn_199111-200112.ncts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1991-r16i1p1f1_gn_199111-200112.nc
c9b3be8cefd6,DWD,s1992,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",ts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1992-r14i1p1f1_gn_199211-200212.ncts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1992-r16i1p1f1_gn_199211-200212.nc
3ac1af79b49f,DWD,s1993,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",ts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1993-r14i1p1f1_gn_199311-200312.nc
89e90f489be5,DWD,s1994,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",ts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1994-r14i1p1f1_gn_199411-200412.nc
96610580c278,DWD,s1995,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",ts_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1995-r14i1p1f1_gn_199511-200512.nc
bc68b8375e29,DWD,s1996,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
f167a6bffb19,DWD,s1997,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",hfss_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncprc_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncprsn_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrlds_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrls_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrlut_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrsds_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrsdt_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncrsut_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.ncsfcWind_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.nctauu_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.nctauv_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.nctdps_APday_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_19971101-20071231.nctasmin_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_199711-200712.ncwap_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s1997-r14i1p1f1_gn_199711-200712.nc
043b41d3b09d,DWD,s1998,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
8229cfd37ffd,DWD,s1999,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
0c2fa4bda5ef,DWD,s2000,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
6ffc2f8b7992,DWD,s2001,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
eee892d171e2,DWD,s2002,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",prsn_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrlds_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrls_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrlut_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrsds_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrsdt_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncrsut_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncsfcWind_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.nctauu_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.nctauv_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.nctdps_APday_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_20021101-20121231.ncwap_APmon_MPI-ESM1-2-LR_dcppA-hindcast_s2002-r8i1p1f1_gn_200211-201212.nc
7ae86cd02c54,DWD,s2003,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
ce40cd2bc08b,DWD,s2004,dcpp-a,CMIP6 Plus,DKRZ,Partial,"pr_APday,pr_APmon,psl_APday,psl_APmon,rsds_APday,rsds_APmon,sfcWind_APday,sfcWind_APmon,tas_APday,tas_APmon,tasmax_APday,tasmin_APday,uas_APday,uas_APmon,vas_APday,vas_APmon,clt_APday,clt_APmon,prsn_APday,prsn_APmon,psl_APday,psl_APmon,rlut_APday,rlut_APmon,rsds_APday,rsds_APmon,ta_APmon,tas_APday,tas_APmon,ts_APmon,ua19_APmon,uas_APday,uas_APmon,va19_APmon,vas_APday,vas_APmon,zg_APmon,",Partial,"evspsbl_APmon,hus19_APmon,prsn_APday,prsn_APmon,rlds_APday,rlds_APmon,tasmax_APmon,tasmin_APmon,",
